name,online_order,book_table,rate,votes,location,rest_type,cuisines,average cost for 2
Caf-Eleven,No,No,4.0,424,Banashankari,Cafe,Cafe Continental,450.0
Thamboola,Yes,No,3.9,135,Banashankari,Casual Dining,Chinese Continental Indian North,800.0
San Churro Cafe,Yes,No,3.8,918,Banashankari,Cafe Casual Dining,Cafe Italian Mexican,800.0
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,Cafe,650.0
Chung Wah,Yes,No,3.9,519,Banashankari,Casual Dining,Chinese Momos Thai Vietnamese,900.0
Vietnamese Kitchen,Yes,No,3.6,105,Banashankari,Casual Dining,Vietnamese,700.0
Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,Cafe Chinese Continental Fast Food Momos,800.0
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,Cafe Chinese Italian,700.0
T3H Cafe,No,No,3.9,93,Banashankari,Cafe,American Cafe Italian,300.0
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Bites Quick,Chinese Indian Indian North South,300.0
Dal Tadkaa,Yes,No,2.5,247,Banashankari,Casual Dining,Indian North,500.0
The Vintage Cafe,Yes,No,3.0,62,Banashankari,Cafe,Cafe French Indian North,400.0
Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,Chinese Indian North,700.0
Kadala Tarangaa,Yes,No,3.6,129,Banashankari,Casual Dining,Indian Mangalorean North Seafood,600.0
Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,Bar,Chinese Indian Indian North South,800.0
Nandhini Deluxe,No,No,2.6,283,Banashankari,Casual Dining,Indian North,600.0
J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,Chinese Indian North,750.0
Swadesh Tadka,Yes,No,3.5,179,Banashankari,Casual Dining,Beverages Chinese Indian North,600.0
Iyer's Tiffin Centre,No,No,3.8,62,Banashankari,Bites Quick,Chinese Indian South,150.0
Darbar,No,No,3.0,98,Banashankari,Bar,Chinese Indian North,800.0
Beijing Bites,No,No,2.7,128,Banashankari,Casual Dining,Chinese Thai,850.0
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,Italian Pizza Salad,800.0
As On Fire,Yes,No,3.5,41,South Bangalore,Food Truck,BBQ Fast Food Pizza,400.0
Pizza Hut,Yes,No,3.7,405,Banashankari,Casual Dining,Fast Food Pizza,750.0
New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,Andhra Biryani Indian North Seafood,650.0
Taaza Thindi,No,No,4.7,651,Banashankari,Bites Quick,Indian South,100.0
Ayodhya Upachar,Yes,No,4.3,734,Banashankari,Bites Quick,Chinese Food Indian Indian North South Street,200.0
Roving Feast,No,No,4.0,1047,Banashankari,Bites Quick,Chinese Continental Fast Food Italian Momos,450.0
KFC,Yes,No,3.8,505,Banashankari,Bites Quick,Burger Fast Food,450.0
Gama Gama,Yes,No,3.9,264,Banashankari,Bites Quick,Indian South,200.0
McDonald's,Yes,No,3.9,286,Banashankari,Bites Quick,Burger Fast Food,500.0
Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4,343,Banashankari,Bites Quick,Indian South,100.0
Messy Bowl,No,No,3.8,70,Banashankari,Bites Quick,Beverages Fast Food,500.0
Janahaar,Yes,No,3.8,70,Banashankari,Bites Quick,Indian South,100.0
Chumma Delicious,Yes,No,3.7,237,Banashankari,Bites Quick,Fast Food Indian South,200.0
Bengaluru Coffee House,Yes,No,4.1,201,Banashankari,Bites Quick,Chinese Food Indian Indian North South Street,300.0
Foodiction,Yes,No,2.8,506,Banashankari,Bites Quick,Burger Chinese Fast Food Indian North,500.0
The Biryani Cafe,No,No,4.1,520,Banashankari,Bites Quick,Biryani Chinese Kebab,300.0
Addhuri Udupi Bhojana,No,No,3.7,88,Banashankari,Bites Quick,Indian Indian North South,300.0
Subway,Yes,No,3.7,136,Banashankari,Bites Quick,Fast Food Salad,600.0
Hotel Mangala,No,No,3.9,88,Banashankari,Bites Quick,Indian South,250.0
SLV Swadishta,No,No,3.8,189,Banashankari,Bites Quick,Indian South,300.0
Upahar Sagar,No,No,3.8,39,Banashankari,Bites Quick,Chinese Indian Indian North South,350.0
Domino's Pizza,Yes,No,3.9,540,Banashankari,Bites Quick,Fast Food Pizza,800.0
New Sagar Fast Food,No,No,3.6,71,Banashankari,Bites Quick,Indian Indian North South,250.0
Chicken Hunt,Yes,No,3.5,88,Banashankari,Bites Quick,Biryani Chinese Indian Indian North South,350.0
Pizza Stop,Yes,No,3.0,87,Banashankari,Bites Quick,Italian Pizza,600.0
Faasos,Yes,No,4.2,415,Banashankari,Bites Quick,Biryani Fast Food Indian North,500.0
Rasoi,Yes,No,3.3,128,Banashankari,Bites Quick,Chinese Indian North,300.0
SLV Refreshment,No,No,4.1,94,Banashankari,Bites Quick,Indian South,100.0
Chatar Patar,No,No,3.7,65,Banashankari,Bites Quick,Fast Food Food Street,300.0
Kidambi's Kitchen,No,No,3.5,52,Banashankari,Bites Quick,Indian South,300.0
Tandoori Knight,Yes,No,3.0,290,Banashankari,Bites Quick,Biryani Chinese Indian Kebab North,450.0
Utsav,Yes,No,3.7,59,Banashankari,Bites Quick,Food Indian North Street,200.0
Mane Thindi,No,No,3.7,130,Banashankari,Bites Quick,Indian South,200.0
Juicy Momos,Yes,No,3.5,80,Banashankari,Bites Quick,Momos Tibetan,250.0
Donne Biriyani House,Yes,No,3.9,441,Banashankari,Bites Quick,Biryani Chinese Indian Indian North South,400.0
Matru Sagar,Yes,No,3.6,84,Banashankari,Bites Quick,Chinese Indian Indian North South,250.0
Kavali,No,No,4.0,42,Banashankari,Bites Quick,Food Indian South Street,300.0
Bunt's Biriyani Palace,Yes,No,3.0,213,Banashankari,Bites Quick,Biryani Chinese Indian Indian North Seafood South,400.0
Ranganna Military Hotel,No,No,4.2,725,Jayanagar,Bites Quick,Biryani Indian South,350.0
Roti Ghar,Yes,No,3.9,750,Basavanagudi,Casual Dining,Chinese Indian Indian North South,500.0
Grand Village,No,No,3.8,166,Basavanagudi,Casual Dining,Indian North Rajasthani,600.0
Vidyarthi Bhavan,No,No,4.4,4460,Basavanagudi,Bites Quick,Indian South,150.0
Bharjari Oota,No,No,3.9,153,Basavanagudi,Casual Dining,Indian South,350.0
Gokul Veg,Yes,No,3.8,469,Basavanagudi,Casual Dining,Beverages Chinese Indian North,750.0
SLV Corner Restaurant,Yes,No,4.1,364,Basavanagudi,Casual Dining,Chinese Food Indian Indian Juices North Rolls South Street,550.0
Timepass Dinner,Yes,No,3.8,286,Basavanagudi,Casual Dining,Indian North,600.0
Baisakhi,Yes,No,3.8,527,Basavanagudi,Casual Dining,Indian North,500.0
Eat Repeat,Yes,No,3.9,101,Basavanagudi,Bites Quick,Indian South,150.0
Sri Guru Kottureshwara Davangere Benne Dosa,Yes,No,4.1,558,Basavanagudi,Bites Quick,Indian South,150.0
Srinathji's Cafe,No,No,3.8,148,Basavanagudi,Cafe Casual Dining,Cafe Chinese Fast Food Indian North,550.0
Soho Bar & Grill,No,No,2.7,377,Basavanagudi,Pub,Chinese Indian North Thai,1100.0
Kollapuri's,No,No,3.9,206,Basavanagudi,Bites Quick,Indian Mangalorean South,450.0
Bhavani Restaurant,No,No,3.9,100,Basavanagudi,Bites Quick,Chinese Indian Indian North South,300.0
Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Bites Quick,Indian South,100.0
Zephyr,No,No,3.9,133,Basavanagudi,Casual Dining,Continental Italian,650.0
Redberrys,Yes,No,4.0,219,Basavanagudi,Cafe,Cafe Italian,600.0
Hotel Dwarka,No,No,4.2,253,Basavanagudi,Bites Quick,Indian South,250.0
Ma-Arya Family Restaurant,No,No,3.7,61,Basavanagudi,Casual Dining,Andhra Biryani Chinese Indian Indian North South,600.0
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,Mysore Road,Casual Dining,Fast Food Food Indian South Street,400.0
Ragoo's,Yes,No,3.9,233,Jayanagar,Casual Dining,Indian Italian North Pizza Salad,800.0
Imperial Restaurant,Yes,No,3.7,264,Mysore Road,Casual Dining,Beverages Biryani Chinese Indian North,750.0
Udupi Sri Krishna Bhavan,No,No,4.1,238,Basavanagudi,Bites Quick,Indian South,600.0
Curry Leaves,Yes,No,4.1,176,Basavanagudi,Casual Dining,Andhra Chinese Indian North,800.0
Goli Vada Pav No. 1,Yes,No,3.7,93,Basavanagudi,Bites Quick,Food Street,200.0
Ice Thunder,No,No,3.8,124,Basavanagudi,Bites Quick,Desserts Fast Food Indian Indian North South,300.0
South Kitchen,Yes,No,4.3,275,Basavanagudi,Bites Quick,Indian South,100.0
Upahara Darshini,No,No,4.2,254,Basavanagudi,Bites Quick,Indian South,150.0
Mahalaxmi Tiffin Room,No,No,4.1,177,Basavanagudi,Bites Quick,Indian South,100.0
Sandwichwallas,Yes,No,4.0,132,Basavanagudi,Bites Quick,Fast Food,200.0
Udupi Grand,Yes,No,3.8,74,Basavanagudi,Bites Quick,Chinese Indian Indian North South,300.0
Castle Rock,Yes,No,3.6,172,Uttarahalli,Casual Dining,Chinese Indian North,700.0
Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Bites Quick,Fast Food Indian South,300.0
Basavanagudi Mylari,No,No,4.0,52,Basavanagudi,Bites Quick,Indian South,300.0
RS Shiv Sagar,No,No,3.7,217,Basavanagudi,Casual Dining,Chinese Fast Food Indian Indian Juices North South,450.0
Pramukh Family Restaurant,No,No,3.9,111,Basavanagudi,Casual Dining,Chinese Indian Mughlai North,700.0
Chaatimes,Yes,No,3.8,133,Basavanagudi,Bites Quick,Fast Food Food Street,200.0
Vybhava,No,No,3.8,39,Jayanagar,Bites Quick,Indian Indian North South,250.0
Shree Venkateshwara North Karnataka Hotel,No,No,4.0,64,Basavanagudi,Bites Quick,Indian South,200.0
Harshi Super Sandwich,No,No,3.8,148,Basavanagudi,Bites Quick,Fast Food Food Street,150.0
Belly Squad Food Truck,No,No,3.8,55,South Bangalore,Food Truck,Biryani Chinese Momos Rolls,300.0
Jcubez,No,Yes,3.8,977,Banashankari,Lounge,Finger Food,1300.0
Gustoes Beer House,No,No,4.1,868,Banashankari,Pub,Chinese Continental Indian Italian Mexican North Steak,1200.0
Vi Ra's Bar and Restaurant,No,No,3.3,62,Banashankari,Bar,Chinese Indian Indian North South,800.0
Darbar,No,No,3.0,98,Banashankari,Bar,Chinese Indian North,800.0
Soho Bar & Grill,No,No,2.7,377,Basavanagudi,Pub,Chinese Indian North Thai,1100.0
Deja Vu Resto Bar,Yes,Yes,4.4,2487,Bannerghatta Road,Pub,Indian Italian North,900.0
Fattoush,Yes,Yes,4.2,1964,Bannerghatta Road,Casual Dining,Arabian Biryani Chinese Eastern Fast Food Indian Middle Mughlai North Seafood,1000.0
Empire Restaurant,Yes,No,4.3,3178,Bannerghatta Road,Casual Dining,Chinese Indian Indian Mughlai North South,750.0
Abhiruchi Hotel,Yes,No,3.3,455,Bannerghatta Road,Casual Dining,Andhra Biryani Chinese Indian North,550.0
Barbeque Nation,No,Yes,4.7,3845,JP Nagar,Casual Dining,BBQ European Indian Kebab Mediterranean North,1600.0
Sattvam,No,No,4.3,353,JP Nagar,Casual Dining,Indian Indian North South,1200.0
24th Main,No,Yes,4.1,1234,JP Nagar,Casual Dining,Chinese Indian Indian North South,800.0
Zaitoon,Yes,Yes,4.1,1538,JP Nagar,Casual Dining,Arabian BBQ Chinese Desserts Indian North,1000.0
Oye Amritsar,Yes,Yes,3.8,756,JP Nagar,Casual Dining,Indian North,1000.0
Melt - Eden Park,Yes,Yes,4.0,347,JP Nagar,Casual Dining,Chinese Indian Mughlai North Seafood Thai,1000.0
Spice Code,No,Yes,4.0,165,JP Nagar,Casual Dining,Biryani Chinese Indian Indian North South,1000.0
The Onyx - The HHI Select Bengaluru,No,No,3.3,177,JP Nagar,Casual Dining,Chinese Continental Indian North,950.0
Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,Casual Dining,Chinese Indian Indian North South,600.0
Cafe Kabana,No,Yes,4.0,200,Bannerghatta Road,Cafe,Cafe Continental,700.0
Butterly,Yes,No,3.9,102,Bannerghatta Road,Cafe,Bakery Beverages Cafe,450.0
Black Mug Cafe,Yes,No,3.7,171,Bannerghatta Road,Cafe,Cafe,300.0
#refuel,Yes,No,3.7,37,Bannerghatta Road,Cafe,Beverages Cafe,400.0
WAFL,Yes,No,3.9,40,Bannerghatta Road,Court Food,Beverages Cafe Desserts Fast Food,400.0
Vaho Kafe & Pressery,No,No,3.9,125,Bannerghatta Road,Cafe,Asian Biryani Cafe Food Healthy Indian Italian Juices North,500.0
Dreamcatcher,Yes,No,3.9,49,Bannerghatta Road,Cafe,Cafe,600.0
Cafe Arabica,No,No,3.8,69,Bannerghatta Road,Bakery Cafe,Bakery Cafe,700.0
Kalmane Koffees,No,No,3.9,78,Bannerghatta Road,Cafe,Cafe,350.0
Brews N Bites,Yes,No,2.7,48,Bannerghatta Road,Bites Cafe Quick,Cafe Chinese Fast Finger Food Food Food Street,650.0
Slate Cafe,Yes,No,4.1,46,JP Nagar,Cafe,Burger Cafe Sandwich,600.0
Dialogues,No,No,4.0,129,JP Nagar,Cafe,Cafe Continental,600.0
Mudpipe Cafe,Yes,Yes,3.9,727,JP Nagar,Cafe,Cafe Continental Indian North,800.0
TAB - Take A Break,No,No,4.1,521,JP Nagar,Cafe,Cafe Continental Italian,550.0
Biggies Burger 'n' More,Yes,No,4.1,203,JP Nagar,Bites Cafe Quick,Beverages Burger Cafe,650.0
Onesta,Yes,Yes,4.4,4381,JP Nagar,Cafe Casual Dining,Cafe Italian Pizza,600.0
Cafe Potpourri,Yes,No,3.7,131,JP Nagar,Cafe,Beverages Cafe Desserts Indian North Sandwich,400.0
Vinaya Coffee Moments,Yes,No,3.7,46,JP Nagar,Cafe,Burger Cafe Desserts Italian Sandwich,450.0
Cuppa,No,No,3.4,48,JP Nagar,Cafe,Cafe Fast Food,550.0
Skytouch Le Cafe,Yes,No,3.7,127,JP Nagar,Cafe,Cafe Desserts Italian,700.0
Woodee Pizza,Yes,No,2.7,85,JP Nagar,Cafe,Beverages Cafe Fast Food Pizza,500.0
eat.fit,Yes,No,4.5,1178,BTM,Delivery,Biryani Continental Desserts Food Healthy Indian North Sandwich,500.0
Sai Abhiruchi,Yes,No,3.7,335,BTM,Casual Dining,Andhra Biryani Indian North,800.0
Capsicum Family Restaurant,Yes,No,3.8,254,BTM,Casual Dining,Biryani Indian North,800.0
Easy Bites,Yes,No,4.1,63,JP Nagar,Delivery Takeaway,Fast Food Sandwich,300.0
Hiyar Majhe Kolkata,Yes,No,4.0,244,BTM,Bites Quick,Bengali Indian North,400.0
Sri Lakshmi Dhaba,Yes,No,2.9,255,BTM,Bites Quick,Indian North,250.0
XO Belgian Waffle,Yes,No,4.5,549,BTM,Dessert Parlor,Beverages Desserts,400.0
Swadista Aahar,Yes,No,4.1,775,BTM,Bites Quick,Chinese Food Indian Indian North South Street,300.0
Al-Bek,Yes,No,3.6,208,JP Nagar,Delivery Takeaway,Biryani Charcoal Chicken Chinese Indian North Rolls Seafood,300.0
Aniram's,Yes,No,4.1,739,JP Nagar,Delivery,Chinese Indian North,500.0
Punjabi Nawabi,Yes,No,3.8,310,Bannerghatta Road,Bites Quick,Indian North,400.0
Swad Punjab Da,Yes,No,4.0,126,BTM,Bites Quick,Indian North,150.0
BOX8- Desi Meals,Yes,No,4.1,427,Bannerghatta Road,Delivery Takeaway,Fast Food Indian Mughlai North,500.0
Roti Wala,Yes,No,4.0,197,BTM,Bites Quick,Indian North,300.0
Midnight Mania,Yes,No,4.1,601,BTM,Bites Quick,Beverages Italian Pizza,700.0
Kitchens@JP Nagar,Yes,No,3.9,488,JP Nagar,Delivery Takeaway,Andhra Biryani Chinese Food Indian Indian Kerala Mughlai North South Street,400.0
Krishna Kuteera,Yes,No,4.0,396,Bannerghatta Road,Bites Quick,Chinese Indian Indian North South,400.0
Apna Punjab,Yes,No,3.6,474,BTM,Bites Quick,Chinese Fast Food Indian North,450.0
Paratha Junction,Yes,No,2.9,172,BTM,Bites Quick,Chinese Indian North,300.0
Nellore Bhojanam,Yes,No,3.1,175,Bannerghatta Road,Bites Quick,Andhra,250.0
Momoz,Yes,No,4.0,939,BTM,Casual Dining,Chinese Momos,600.0
Kalingas,Yes,No,3.9,173,BTM,Bites Quick,Fast Food Oriya,250.0
Kanteen The Eatery,Yes,No,3.9,77,Bannerghatta Road,Bites Quick,Indian North,400.0
Kullad Cafe,Yes,No,3.9,326,BTM,Cafe,Beverages Cafe Fast Food Indian North,200.0
Donne Biriyani House,Yes,No,3.3,212,JP Nagar,Bites Quick,Andhra Biryani,350.0
Litti Twist,Yes,No,4.1,464,BTM,Bites Quick,Bihari Indian North,300.0
FreshMenu,Yes,No,3.3,628,Bannerghatta Road,Delivery,American Biryani Burger Chinese Continental Food Healthy Indian North Salad,450.0
Shanthi Sagar,Yes,No,3.6,518,JP Nagar,Casual Dining,Chinese Indian Indian North South,400.0
Cakebuy,Yes,No,3.9,70,Bannerghatta Road,Dessert Parlor,Desserts,350.0
Five Star Chicken,Yes,No,3.9,62,JP Nagar,Bites Quick,Burger Chicken Fast Finger Food Food Roast,300.0
Corner House Ice Cream,Yes,No,4.4,819,Jayanagar,Dessert Parlor,Cream Desserts Ice,400.0
Fattoush,Yes,Yes,4.2,1964,Bannerghatta Road,Casual Dining,Arabian Biryani Chinese Eastern Fast Food Indian Middle Mughlai North Seafood,1000.0
Behrouz Biryani,Yes,No,4.0,138,Bannerghatta Road,Delivery,Biryani,650.0
Abhiruchi Hotel,Yes,No,3.3,455,Bannerghatta Road,Casual Dining,Andhra Biryani Chinese Indian North,550.0
Hind Ka Chulah,Yes,No,3.8,181,Bannerghatta Road,Court Food,Biryani Indian North,600.0
Bohra Bohra CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.6,43,JP Nagar,Bites Quick,Bohri,300.0
Pizza Hut,Yes,No,2.7,159,JP Nagar,Bites Quick,Pizza,750.0
Subway,Yes,No,3.2,166,Bannerghatta Road,Bites Quick,Fast Food Salad,600.0
Biryani Durbar,Yes,No,3.7,128,Bannerghatta Road,Delivery Takeaway,Biryani Indian North,400.0
Mahesh Friends Food Center,Yes,No,2.9,126,BTM,Bites Quick,Chinese Indian North,300.0
Kabab Magic,Yes,No,4.0,952,Jayanagar,Bites Quick,Chinese Fast Food Indian Kebab North,400.0
Burger King,Yes,No,3.8,472,Bannerghatta Road,Bites Quick,Beverages Burger Fast Food,600.0
Dadi's Dum Biryani,Yes,Yes,4.0,739,Bannerghatta Road,Casual Dining,Biryani Indian Mughlai North,800.0
Alankrutha,Yes,No,3.9,255,BTM,Casual Dining,Andhra Biryani Chinese Indian North,500.0
Paradise,Yes,No,4.0,1974,JP Nagar,Casual Dining,Biryani Indian Kebab North,800.0
Andhra Ruchulu,Yes,Yes,4.2,1428,JP Nagar,Casual Dining,Andhra Indian North,800.0
Adithya,Yes,No,4.0,332,JP Nagar,Bites Quick,Chinese Indian Indian North South,300.0
Cheesiano Pizza,Yes,Yes,4.0,199,JP Nagar,Bites Quick,Italian Pizza,700.0
Le Arabia,Yes,No,3.7,0,JP Nagar,Casual Dining,Indian Mughlai North,600.0
KFC,Yes,No,3.9,437,JP Nagar,Bites Quick,Burger Fast Food,400.0
Dande's Hyderabad Biryani,Yes,No,3.8,207,Bannerghatta Road,Casual Dining,Andhra Biryani Indian North,700.0
Onesta,Yes,Yes,4.4,4381,JP Nagar,Cafe Casual Dining,Cafe Italian Pizza,600.0
Upahara Bhavan,Yes,No,3.8,55,Bannerghatta Road,Bites Quick,Chinese Indian Indian North South,300.0
Shuddh Desi Khana,Yes,No,4.0,597,Bannerghatta Road,Bites Quick,Indian North,400.0
Sankranthi Veg Restaurant,Yes,No,3.0,102,BTM,Casual Dining,Chinese Indian Indian North South,600.0
Aramane Donne Biriyani,Yes,No,3.9,189,BTM,Bites Quick,Biryani Fast Food,300.0
Cafe Potpourri,Yes,No,3.7,131,JP Nagar,Cafe,Beverages Cafe Desserts Indian North Sandwich,400.0
Mani's Dum Biryani,Yes,No,4.2,373,JP Nagar,Casual Dining,Biryani Kebab,750.0
Amontron,Yes,No,3.9,435,BTM,Casual Dining,Bengali,650.0
Birinz,Yes,No,4.1,292,BTM,Casual Dining,Biryani Chinese Fast Food Kebab Mughlai,700.0
Just Shawarma,Yes,No,3.6,137,Bannerghatta Road,Bites Quick,Arabian,300.0
Hyderabadi Bawarchi,Yes,No,3.2,133,Bannerghatta Road,Casual Dining,Biryani Chinese Indian North,500.0
Fish Chain,Yes,No,3.9,37,JP Nagar,Delivery Takeaway,BBQ Biryani Seafood,250.0
Prasiddhi Food Corner,Yes,No,3.7,170,JP Nagar,Bites Quick,Fast Food Indian Indian North South,200.0
Hyderabad Biryaani House,Yes,No,3.6,794,Bannerghatta Road,Casual Dining,Biryani Chinese Indian North,550.0
Galito's,Yes,No,4.6,404,Bannerghatta Road,Casual Dining,African Burger,1000.0
Rajdhani Thali Restaurant,Yes,Yes,3.9,561,Bannerghatta Road,Casual Dining,Indian North,900.0
PHEW (Play Hard Eat Wild),Yes,Yes,3.9,486,BTM,Cafe,BBQ Cafe Chinese Continental Eastern Indian Lebanese Middle North,700.0
Chicken County Grand,Yes,No,3.9,320,Bannerghatta Road,Casual Dining,Chinese Indian North,650.0
Roll Over,Yes,No,4.1,237,JP Nagar,Dessert Parlor,Beverages Cream Desserts Fast Food Ice Sandwich,500.0
Savoury - Sea Shell Restaurant,Yes,Yes,3.9,1227,Bannerghatta Road,Casual Dining,Arabian Beverages Biryani Chinese Indian North Rolls Seafood,900.0
Firangi Bake,Yes,No,4.0,95,Bannerghatta Road,Delivery,Italian Mexican,600.0
Zaitoon,Yes,Yes,4.1,1538,JP Nagar,Casual Dining,Arabian BBQ Chinese Desserts Indian North,1000.0
Kundana,Yes,No,3.7,110,Bannerghatta Road,Casual Dining,Andhra Biryani,800.0
The Shawarma Shop,Yes,No,4.1,381,BTM,Bites Quick,Arabian,250.0
Faasos,Yes,No,3.9,251,Bannerghatta Road,Delivery,Biryani Fast Food Indian North,500.0
Punjabi Food Corner,Yes,No,3.0,353,JP Nagar,Bites Quick,Chinese Food Indian North Street,400.0
Mealer.in,Yes,No,4.0,205,JP Nagar,Delivery,Biryani Indian North,450.0
Pathaan Sir,Yes,No,3.9,183,BTM,Bites Quick,Fast Food Momos Rolls,250.0
Cold Stone Creamery,Yes,No,3.9,99,Bannerghatta Road,Dessert Parlor,Cream Desserts Ice,400.0
Amritsari Kulcha Land,Yes,No,4.1,260,JP Nagar,Bites Quick,Indian North,300.0
Chokha Chowka,Yes,No,3.9,355,BTM,Bites Quick,Chinese Indian North,400.0
Gorbandh,Yes,No,4.1,83,BTM,Bites Quick,Fast Food Indian North,400.0
Grills & Rolls,Yes,No,2.5,321,JP Nagar,Bites Quick,Chinese Fast Food Indian Juices North Rolls,400.0
Bathinda Junction,Yes,No,3.9,362,BTM,Casual Dining,Indian North,600.0
Stories,Yes,Yes,4.2,2166,JP Nagar,Casual Dining Pub,American Chinese Continental Indian North,1200.0
Kanti Sweets,Yes,No,4.0,182,JP Nagar,Shop Sweet,Food Mithai Street,400.0
Seasons,Yes,Yes,3.8,500,Bannerghatta Road,Casual Dining,Arabian Chinese Indian Indian Juices Kerala North Seafood South,1000.0
Chung Wah,Yes,No,4.0,532,Bannerghatta Road,Casual Dining,Chinese Momos Thai Vietnamese,800.0
Marwa Restaurant,Yes,Yes,3.5,551,Bannerghatta Road,Casual Dining,BBQ Chinese Fast Food Indian North,600.0
Shanghai Court,Yes,No,4.2,421,Bannerghatta Road,Casual Dining,Chinese Thai,700.0
Bhojohori Manna,Yes,No,3.7,662,JP Nagar,Casual Dining,Bengali Mughlai,650.0
Hunger Bee,Yes,No,3.8,54,Bannerghatta Road,Bites Quick,Biryani Indian Indian North South,500.0
Yum In My Tum,Yes,No,4.1,92,BTM,Bites Quick,Chinese Continental Fast Food Food Healthy,300.0
Biryani Miya,Yes,No,3.7,36,JP Nagar,Delivery,Biryani Indian North,600.0
Chulha Chauki Da Dhaba,Yes,No,4.2,2350,JP Nagar,Casual Dining,Indian North,800.0
Dreamcatcher,Yes,No,3.9,49,Bannerghatta Road,Cafe,Cafe,600.0
Magix's Parattha Roll,Yes,No,3.7,184,BTM,Bites Quick,Chinese Fast Food Indian Mughlai North Rolls,400.0
Elegant Dining,Yes,Yes,3.6,225,Bannerghatta Road,Casual Dining,Biryani Chinese Indian North,700.0
Waffle Head,Yes,No,4.0,35,BTM,Beverage Dessert Parlor Shop,Bakery Beverages Cream Desserts Ice,300.0
Basmati Delights,Yes,No,4.0,869,BTM,Delivery,Biryani Chinese Fast Food Kebab Mughlai,500.0
Samosa Singh,Yes,No,4.0,153,JP Nagar,Bites Quick,Desserts Fast Food Food Rolls Street,200.0
Cravings,Yes,No,3.7,139,Bannerghatta Road,Bites Quick,Chinese Indian North Rolls,400.0
Matka,Yes,No,3.7,181,Bannerghatta Road,Delivery,Biryani Indian North,500.0
Punjabi Swag,Yes,No,3.9,669,BTM,Casual Dining,Indian North,500.0
Taco Bell,Yes,No,3.7,168,Bannerghatta Road,Bites Quick,American Fast Food Mexican,600.0
Mother's Rasoi,Yes,No,3.8,170,Bannerghatta Road,Bites Quick,Chinese Indian Momos North,250.0
Dosa Bazaar,Yes,No,4.0,112,JP Nagar,Bites Quick,Food Indian South Street,200.0
